question,model,runs,ok_runs,avg_time_sec,min_time_sec,max_time_sec,avg_tps,avg_distinct_2,avg_len_words,example_1,example_2,example_3
Quelles stratégies de traitement des images Cassava ont été évaluées ?,phi3:mini,2,2,28.128,18.107,38.149,4.48,1.0,15.5,Lesquelles sont les méthodes d'amélioration d'images utilisant la technique cassava qui ont été testées ?,"Comment les approches basées sur le système informatique ""Cassava"" se comparent-elles dans l amélioration des images ?",Quels types de techniques pour l'optimisation et l endommagement d’images utilisant la méthode cassava ont été étudiés et évalués ?
Quelles stratégies de traitement des images Cassava ont été évaluées ?,qwen2:1.5b-instruct,2,2,10.022,6.813,13.231,10.93,1.0,11.33,Quelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ? ...
Quelles stratégies de traitement des images Cassava ont été évaluées ?,gemma2:2b,2,2,15.219,11.25,19.187,6.46,1.0,13.5,Quels traitements d'images pour la cassava ont-ils été étudiés?,Quelles sont les stratégies de traitement des images appliquées à la cassava ?,Quel est le type de traitement d'images étudié en lien avec la cassava ?
Quelles stratégies de traitement des images Cassava ont été évaluées ?,stablelm2:1.6b,2,2,14.716,10.693,18.739,11.52,0.834,8.83,Quelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ? ...
Quelles stratégies de traitement des images Cassava ont été évaluées ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,6.971,2.858,11.084,,1.0,11.33,Quelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ? ...
Quelles stratégies de traitement des images Cassava ont été évaluées ?,phi3,2,2,34.592,24.986,44.197,4.64,1.0,20.16,Lesquelles sont les différentes méthodes d'amélioration et analyse d'images utilisant la base de données Cassava qui ont fait l'objet d'une étude comparative ?,Quels types spécifiques de techniques d'image pour Cassava ont été évalués dans des recherches scientifiques ?,"Comment les stratégies telles que le filtrage, la segmentation et la reconnaissance faciale ont-elles été testées sur l'ensemble de données Cassava ?"
Quelles stratégies de traitement des images Cassava ont été évaluées ?,tinydolphin,2,2,10.66,7.477,13.842,15.14,1.0,11.33,Quelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ? ...
Quelles stratégies de traitement des images Cassava ont été évaluées ?,tinyllama,2,2,6.575,4.463,8.686,16.51,1.0,10.0,Le traitement des images Cassava a été évalué.,Le traitement des images Cassava a été évalué. ?,Le traitement des images Cassava a été évalué. ? ...
Quelles stratégies de traitement des images Cassava ont été évaluées ?,qwen2.5:3b-instruct-q4_K_M,2,2,18.383,10.224,26.542,7.38,1.0,13.0,Quels types de méthodes d'analyse d'images pour la Cassava ont-elles été examinées ?,Quelles techniques d'image pour la Cassava ont été testées dans ce contexte ?,Quelles approches d'analyse visuelle de l'image ont été considérées pour la Cassava ?
Quelles stratégies de traitement des images Cassava ont été évaluées ?,noushermes_rag,2,2,45.892,30.472,61.312,3.48,1.0,15.66,"Les stratégies de traitement d'images évaluées par Cassava comprennent la détection d'objets, l'analyse contextuelle et le traitement en profondeur.","Parmi les différentes approches de traitement d'image examinées par Cassava, on peut citer la segmentation, l'extraction de caractéristiques et l'apprentissage automatique.",Les méthodes d'analyse d'images évaluées dans le cadre
Quelles stratégies de traitement des images Cassava ont été évaluées ?,granite3.3,2,2,46.664,25.773,67.556,3.01,1.0,12.66,Quelles méthodes d'analyse d'images de manioc ont été examinées ?,Quelles approches de gestion d'images de manioc ont fait l'objet d'une évaluation ?,Quelles techniques de traitement visuel des images de manioc ont été étudiées ?
Quelles stratégies de traitement des images Cassava ont été évaluées ?,gemma3,2,2,17.934,9.302,26.567,5.77,1.0,10.33,Quelles stratégies de traitement des images Cassava ont été étudiées ?,Quelles méthodes de traitement d'images Cassava ont été testées ?,Quelles approches de traitement d'images Cassava ont été analysées ?
Quelles stratégies de traitement des images Cassava ont été évaluées ?,deepseek-r1,2,2,48.618,36.273,60.962,3.38,1.0,11.33,Quelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ?,Lequelles stratégies de traitement des images Cassava ont été évaluées ? ...
Quelles stratégies de traitement des images Cassava ont été évaluées ?,mistral,2,2,48.498,36.285,60.712,2.58,1.0,15.0,Quels sont les différentes méthodes d'analyse des images utilisées pour le traitement du cassava ?,Comment ont été évaluées les diverses techniques de traitement des images concernant le cassava ?,A quelles stratégies de traitement des images a-t-on donné une évaluation pour le cassava ?
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,phi3:mini,2,2,29.985,21.22,38.751,4.71,1.0,17.0,Comment le soft voting compare-t-il en termes d'efficacité avec les modèles de machine learning standard ?,Quelle est la différence entre les prédictions des modèles ensemble via le soft voting et celles obtenues par chaque modèle séparément ?,Le soft voting améliore-t-il ou nuit-il à l'exactitude des résultats en comparaison avec les approches de machine learning individuelles ?
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,qwen2:1.5b-instruct,2,2,9.534,5.106,13.961,11.22,1.0,13.67,Quelle est la différence entre le soft voting et les modèles individuels en matière d'influence sur les résultats politiques?,Comment le soft voting compare-t-il avec les systèmes de modèles individuels dans leur impact politique?,En quoi le soft voting évalue-t-il différemment des modèles individuels en termes de leurs implications politiques?
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,gemma2:2b,2,2,20.157,18.142,22.172,6.3,1.0,18.66,"Comparez l'impact de la méthode ""soft voting"" avec celui des modèles individuels.",Quels sont les effets distincts observés grâce à la pratique du soft voting par rapport aux modèles traditionnels ?,"Comment le soft voting, en comparaison aux modèles individuels, influence-t-il l'ensemble du processus décisionnel ?"
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,stablelm2:1.6b,2,2,14.05,10.522,17.578,11.64,1.0,13.33,Quel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ? ...
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,14.706,10.49,18.921,11.63,1.0,13.33,Quel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ? ...
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,phi3,2,2,32.49,23.029,41.951,4.71,1.0,19.0,Comment le soft voting s'est-il comparé en termes d'efficacité au niveau des performances à celui de chaque modèle séparément ?,Quel effet a eu le vote doux par rapport aux résultats obtenus avec les approches individuelles ?,De quelle manière la méthode du vote doux diffère-t-elle en termes d'impact des conséquences de ses choix comparativement à celles des modèles isolés ?
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,tinydolphin,2,2,9.976,7.463,12.489,16.4,1.0,13.33,Quel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ? ...
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,tinyllama,2,2,9.609,6.656,12.562,16.45,1.0,18.83,Quel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ? ...
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,qwen2.5:3b-instruct-q4_K_M,2,2,16.425,8.374,24.477,7.26,1.0,13.16,Comment le soft voting compare-t-il à la performance des modèles individuels ?,Quelle différence apporte le soft voting par rapport aux modèles uniques ?,Le soft voting présente-t-il de nouveaux avantages par rapport aux modèles seuls ?
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,noushermes_rag,2,2,34.379,22.326,46.431,3.53,1.0,12.16,Comment le soft voting a-t-il influencé les comportements individuels ?,Quelle est la différence entre le soft voting et les modèles individuels ?,Combien l'a-t-on vu du soft voting dans les comportements individuels ?
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,granite3.3,2,2,56.285,26.253,86.318,3.02,1.0,15.84,Comment le mécanisme de vote par consensus a-t-il influencé les performances par rapport à celles des modèles isolés ?,Quelle est la différence d'efficacité entre l'approche de soft voting et celle des modèles individuels ?,Dans quelle mesure le soft voting améliore-t-il les résultats par rapport aux contributions séparées des modèles individuels ?
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,gemma3,2,2,18.562,9.735,27.389,5.85,1.0,10.66,Comment le soft voting a-t-il influencé les modèles individuels ?,Quel est l'effet du soft voting sur les modèles individuels ?,Comment le soft voting modifie-t-il les modèles individuels ?
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,deepseek-r1,2,2,48.177,35.581,60.773,3.42,1.0,13.33,Quel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ?,Lequel a été l'impact du soft voting par rapport aux modèles individuels ? ...
Quel a été l'impact du soft voting par rapport aux modèles individuels ?,mistral,2,2,41.041,27.654,54.427,2.58,1.0,10.67,Quel est l'effet du soft voting sur les modèles individuaux ?,A quoi sert le soft voting en comparaison des modèles individuels ?,Comment le soft voting affecte-t-il les modèles individuels ?
Quels jeux de données ont été retenus ou exclus et pourquoi ?,phi3:mini,2,2,33.327,25.939,40.715,4.72,1.0,27.66,Les questions concernant les raisons derrière le choix des jeux de données retinés ou exclus ne sont pas fournies dans l'enregistrement.,"L'enregistrement n'explique ni retenir, ni exclure d'un jeu de données spécifique pour quelqu'un en raison d'une question particulière.",Il n'y a pas eu mention des jeux de données sélectionnés ou exclus et des raisons derrière ces choix dans l'enregistre
Quels jeux de données ont été retenus ou exclus et pourquoi ?,qwen2:1.5b-instruct,2,2,6.568,0.95,12.187,11.73,0.834,7.33,Les jeux de données sélectionnés pour l'étude et les raisons de leur choix.,L'ensemble des jeux de données utilisés dans l'étude et leurs implications spécifiques.,La sélection de jeux de données pertinentes et leurs impacts sur la conclusion.
Quels jeux de données ont été retenus ou exclus et pourquoi ?,gemma2:2b,2,2,21.402,13.047,29.758,6.45,1.0,18.34,Quels jeux de données ont été utilisés pour la réalisation de [l'objectif du projet] ?,"Quelles sont les sources de données utilisées dans le cadre de [l'objectif du projet], et quelles ont-elles été sélectionnées ou exclues?","Un jeu de données spécifique a été choisi pour [l'objectif du projet]. Quelles étaient les autres options disponibles, et pourquoi ont-elles été rejetées ?"
Quels jeux de données ont été retenus ou exclus et pourquoi ?,stablelm2:1.6b,2,2,15.255,10.515,19.996,11.67,1.0,15.5,"Quels jeux de données ont été retenus ou exclus et pourquoi ?"" en français clair et concis :","Quels jeux de données ont été retenus ou exclus et pourquoi ?"" en français clair et concis : ?","Lequels jeux de données ont été retenus ou exclus et pourquoi ?"" en français clair et concis : ?"
Quels jeux de données ont été retenus ou exclus et pourquoi ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,14.605,10.376,18.834,11.75,1.0,12.33,Quels jeux de données ont été retenus ou exclus et pourquoi ?,Lequels jeux de données ont été retenus ou exclus et pourquoi ?,Lequels jeux de données ont été retenus ou exclus et pourquoi ? ...
Quels jeux de données ont été retenus ou exclus et pourquoi ?,phi3,2,2,33.146,25.681,40.611,4.71,1.0,20.66,Les questions sur les raisons spécifiques d'inclusion ou d'exclusion des jeux de données ne sont pas posées. Pouvez-vous préciser votre demande concernant ces critères ?,"Pourriez-vous fournir plus de détails sur pourquoi certains jeux de données ont été retenus et d'autres exclus, sachant que la question initiale n’en demandait pas explicitement ?",Quelles sont les différences entre les jeux de données sélectionnés et
Quels jeux de données ont été retenus ou exclus et pourquoi ?,tinydolphin,2,2,10.04,7.563,12.517,16.38,1.0,16.5,Les jeux de données retenus sont ceux qui ont été inclus dans le cadre de la rédaction d'un article ou d'une étude.,Les jeux de données retenus sont ceux qui ont été inclus dans le cadre de la rédaction d'un article ou d'une étude. ?,Les jeux de données retenus sont ceux qui ont été inclus dans le cadre de la rédaction d'un article ou d'une étude. ? ...
Quels jeux de données ont été retenus ou exclus et pourquoi ?,tinyllama,2,2,6.974,4.812,9.136,16.46,0.978,17.84,Only the following data have been retained and why: The dataset has been kept only for scientific research purposes.,Why not include all the data in this dataset?: We have excluded all the data that are not relevant to our research questions or do not align with our methodology.,Why not include all the data in this dataset?: We have excluded all the data that are not relevant to our research questions or do not align with our methodology. ?
Quels jeux de données ont été retenus ou exclus et pourquoi ?,qwen2.5:3b-instruct-q4_K_M,2,2,15.338,8.576,22.1,7.23,1.0,13.0,Pourquoi certains jeux de données ont-ils été choisis et d'autres non ?,Comment ont été sélectionnés les jeux de données utilisés dans l'étude ?,Que signifie la décision de retenir ou de rejeter certains jeux de données ?
Quels jeux de données ont été retenus ou exclus et pourquoi ?,noushermes_rag,2,2,49.273,27.801,70.746,3.53,1.0,18.16,"Les jeux de données retenus sont ceux qui répondent aux critères définis, alors que les autres ont été exclus.","Parmi les jeux de données utilisés, certains ont été sélectionnés tandis que d'autres n'ont pas répondu aux exigences.","Seuls certains jeux de données ont été retenus pour la suite, alors que d'autres ne correspondent pas aux critères fixés."
Quels jeux de données ont été retenus ou exclus et pourquoi ?,granite3.3,2,2,49.328,23.02,75.635,2.97,1.0,13.83,"Quelles données ont été sélectionnées ou rejetées, et quelles sont les raisons de cette décision ?","Qui ont été choisis et refusés parmi les ensembles de données, et pour quels motifs ?","Quelles données ont été incluses ou exclues dans l'analyse, et quels critères ont guidé ces choix ?"
Quels jeux de données ont été retenus ou exclus et pourquoi ?,gemma3,2,2,21.403,8.675,34.13,5.85,0.95,14.34,"Quels ensembles de données ont été inclus ou écartés, et quelles en étaient les raisons ?","Quels jeux de données ont été sélectionnés et lesquels ont été rejetés, avec justification ?","Quels ensembles de données ont été utilisés et lesquels ont été éliminés, et pourquoi cette décision a-t-elle été prise ?"
Quels jeux de données ont été retenus ou exclus et pourquoi ?,deepseek-r1,2,2,49.303,35.396,63.209,3.44,1.0,12.33,Quels jeux de données ont été retenus ou exclus et pourquoi ?,Lequels jeux de données ont été retenus ou exclus et pourquoi ?,Lequels jeux de données ont été retenus ou exclus et pourquoi ? ...
Quels jeux de données ont été retenus ou exclus et pourquoi ?,mistral,2,2,52.727,35.101,70.354,2.58,0.992,16.17,"Quels sont les jeux de données qui ont été sélectionnés ou éliminés, et quelles sont les raisons de ces choix ?","Sur quel ensemble de jeux de données les décisions d'inclusion ou d'exclusion ont-elles été prises, et pourquoi ?","Quels jeux de données ont été retenus ou écartés, et pour quelles raisons ?"
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",phi3:mini,2,2,30.402,20.597,40.208,4.72,1.0,16.66,"Comment les paramètres de flou, contraste et luminosité ont-ils influencé la qualité visuelle des images ?","Quels critères liés au flou, au contraste et à la luminosité ont été appliqués pour améliorer l'image ?","De quelle manière les éléments de flou, contrastes et luminosités étaient-ils manipulés dans les images pour évaluer leur qualité ?"
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",qwen2:1.5b-instruct,2,2,11.8,7.9,15.699,11.11,1.0,15.33,"Comment sont-ils évalués les critères de qualité d'image utilisés (flou, contraste, luminosité)?","Quel est le processus pour évaluer les critères de qualité d'image utilisés (flou, contraste, luminosité)?","Quels critères de qualité d'image sont principalement utilisés (flou, contraste, luminosité) et comment ils sont mesurés?"
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",gemma2:2b,2,2,19.639,14.357,24.921,6.33,1.0,16.84,"Quels aspects de l'image ont été évalués pour déterminer sa qualité (flou, contraste, luminosité) ?","Quelles sont les caractéristiques de l'image qui ont été prises en compte pour évaluer sa qualité (flou, contraste, luminosité) ?","Quels critères d'analyse ont été utilisés pour mesurer la qualité de l'image (flou, contraste, luminosité) ?"
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",stablelm2:1.6b,2,2,14.082,10.514,17.649,11.6,1.0,13.16,L'image est nette et claire avec une résolution satisfaisante (au moins 72 dpi).,L'image est nette et claire avec une résolution satisfaisante (au moins 72 dpi). ?,L'image est nette et claire avec une résolution satisfaisante (au moins 72 dpi). ? ...
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,14.842,10.426,19.258,11.7,1.0,12.33,"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?","Lequels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?","Lequels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ? ..."
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",phi3,2,2,32.946,24.469,41.423,4.71,1.0,21.17,"Comment les éléments tels que le flou, le contraste et la luminosité ont-ils influencé la qualité visuelle des images en question ?","Quelles techniques de flou, d'ajustement du contraste et de gestion de la luminosité ont été appliquées pour améliorer ou modifier les images présentées ?","De quelle manière le flou, le contraste et la luminosité des photos ici fournies peuvent-ils être évalués en termes de critères d"
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",tinydolphin,2,2,10.152,7.393,12.912,16.38,1.0,12.33,"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?","Lequels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?","Lequels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ? ..."
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",tinyllama,2,2,6.825,5.373,8.277,16.72,0.5,7.0,Flou,Contraste,Luminosité
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",qwen2.5:3b-instruct-q4_K_M,2,2,19.899,10.835,28.964,7.23,1.0,14.67,"Quels critères visuels sont pris en compte pour l'évaluation de l'image (clarté, contrastes, clarté)?","Dans quelle mesure les paramètres d'exposition (contraste, flou, intensité lumineuse) influencent-ils la qualité des images?","Quels facteurs visuels sont utilisés pour évaluer le niveau de qualité des photographies (clarté, contrastes, niveaux de luminosité)?"
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",noushermes_rag,2,2,48.409,34.699,62.118,3.5,0.993,20.17,"Les critères de qualité d'image retenus sont le flou, le contraste et la luminosité.","Parmi les caractéristiques évaluées pour déterminer la qualité d'une image figurent le niveau de flou, l'harmonie du contraste et la quantité de lumière.","Les aspects analysés en ce qui concerne la qualité d'image sont la netteté (flou), la distinction entre les tons (contraste) et l'intensité"
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",granite3.3,2,2,54.412,32.555,76.268,3.0,1.0,13.16,"Quelles mesures de qualité visuelle ont été appliquées (flou, contraste, luminosité) ?","Quels éléments de qualité d'image ont été évalués (niveau de flou, contraste, luminosité) ?","Quelles normes de qualité d'image ont été employées concernant le flou, le contraste et la luminosité ?"
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",gemma3,2,2,20.084,9.463,30.705,5.79,1.0,11.17,"Quels sont les critères de qualité d'image évalués (flou, contraste, luminosité) ?","Quels paramètres de qualité d'image ont été pris en compte (flou, contraste, luminosité) ?","Quels éléments de qualité d'image ont été analysés (flou, contraste, luminosité) ?"
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",deepseek-r1,2,2,49.706,35.418,63.995,3.44,1.0,12.33,"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?","Lequels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?","Lequels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ? ..."
"Quels critères de qualité d'image ont été utilisés (flou, contraste, luminosité) ?",mistral,2,2,57.679,42.012,73.347,2.55,1.0,15.5,"Quels critères de qualité visuelle (clarté, contraste et flou) ont été pris en compte pour l'image ?","En quoi la qualité de l'image (lumière, contraste et brouillard) a-t-elle été évaluée ?","Quels critères de clarté, contraste et flou ont été utilisés pour évaluer la qualité de l'image ?"
Quel est le bilan global et les pistes d'amélioration proposées ?,phi3:mini,2,2,30.779,23.981,37.577,4.72,1.0,17.0,"Comment évaluez-vous l'impact général des actions entreprises, et quelles améliorations pourriez être envisagées ?",Pourriez-vous détailler le bilan cumulatif ainsi que les suggestions d'amélioration identifiées ?,Quels sont les résultats obtenus jusqu'à présent et comment pouvez-vous améliorer la situation à l'avenir en fonction de ces derniers ?
Quel est le bilan global et les pistes d'amélioration proposées ?,qwen2:1.5b-instruct,2,2,9.236,4.432,14.041,11.18,1.0,11.0,Quelle est la situation globale et quelles mesures pourraient être prises pour améliorer l'état actuel?,Quels sont les résultats actuels et comment ces résultats peuvent-ils être améliorés?,Comment le bilan global s'aligne-t-il avec les progrès réalisés et quels ajustements sont nécessaires?
Quel est le bilan global et les pistes d'amélioration proposées ?,gemma2:2b,2,2,20.477,19.774,21.181,5.75,0.99,15.5,Quels sont les résultats globaux et les suggestions d'amélioration pour [objet/projet]?,Décrivez le bilan complet et les axes de développement possibles pour [objet/projet].,Analysez l'état actuel et proposez des pistes d'évolution pour [objet/projet].
Quel est le bilan global et les pistes d'amélioration proposées ?,stablelm2:1.6b,2,2,14.452,10.652,18.252,11.46,1.0,12.83,Quel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ? ...
Quel est le bilan global et les pistes d'amélioration proposées ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,15.323,10.571,20.075,11.59,1.0,11.33,Quel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ? ...
Quel est le bilan global et les pistes d'amélioration proposées ?,phi3,2,2,30.803,23.157,38.449,4.62,1.0,16.66,"Comment évaluez-vous l’efficacité globale des actions entreprises, et quelles améliorations pourriez-vous suggérer ?","Quels sont les résultats obtenus jusqu'à présent dans le cadre de nos efforts actuels, et comment pouvons-nous les améliorer ?",Fournissez un bilan des progrès réalisés ainsi que des recommandations pour l’amélioration future.
Quel est le bilan global et les pistes d'amélioration proposées ?,tinydolphin,2,2,7.756,7.549,7.963,16.27,1.0,14.66,Quel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ? ...
Quel est le bilan global et les pistes d'amélioration proposées ?,tinyllama,2,2,7.106,6.516,7.696,16.34,1.0,11.33,Quel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ? ...
Quel est le bilan global et les pistes d'amélioration proposées ?,qwen2.5:3b-instruct-q4_K_M,2,2,16.648,9.292,24.004,6.98,0.986,12.66,Quelle est l'état global du projet et quelles sont les recommandations de révision ?,Quels sont les résultats globaux et quels sont les sujets à améliorer ?,Comment se présente le résultat final et quelle voie suggère-t-on pour l'amélioration ?
Quel est le bilan global et les pistes d'amélioration proposées ?,noushermes_rag,2,2,47.305,30.528,64.082,3.49,1.0,22.5,"Le bilan général présente des résultats mitigés, avec des domaines positifs et négatifs. Les pistes d'amélioration suggérées visent à renforcer les points faibles et à capitaliser sur les forces avérées.","Le bilan global est marqué par une tendance globale à l'amélioration, mais certaines zones requièrent encore des efforts pour atteindre les objectifs fixés. Les pistes d'amélioration proposées v","Le bilan global est marqué par une tendance globale à l'amélioration, mais certaines zones requièrent encore des efforts pour atteindre les objectifs fixés. Les pistes d'amélioration proposées v ?"
Quel est le bilan global et les pistes d'amélioration proposées ?,granite3.3,2,2,47.553,24.904,70.202,2.94,1.0,11.66,Quels sont les résultats globaux obtenus et quelles suggestions d'amélioration sont formulées ?,Qu'en est-il des conclusions tirées et des voies d'optimisation suggérées ?,Quel est le résumé des performances et les propositions de développement ?
Quel est le bilan global et les pistes d'amélioration proposées ?,gemma3,2,2,16.431,7.557,25.306,5.79,1.0,8.83,Quel est le résultat final et les suggestions d'amélioration ?,Résumé des conclusions et recommandations.,Quel est le compte rendu et les axes d'amélioration ?
Quel est le bilan global et les pistes d'amélioration proposées ?,deepseek-r1,2,2,49.72,35.677,63.763,3.41,1.0,11.33,Quel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ?,Lequel est le bilan global et les pistes d'amélioration proposées ? ...
Quel est le bilan global et les pistes d'amélioration proposées ?,mistral,2,2,43.035,30.045,56.026,2.52,1.0,11.33,Quels sont les résultats globaux et les suggestions d'amélioration ?,Quel est l'état général et quelles sont les propositions d'amélioration ?,Quels sont les sommaires résultats et les améliorations proposées ?
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,phi3:mini,2,2,31.931,22.048,41.815,4.63,1.0,19.33,Lequel est considéré comme l'état de l'art pour un équilibre optimal entre la précision et les temps d’exécution rapides dans le domaine du modèle d'apprentissage automatique ?,Quel type de machine learning propose-t-il une excellente combinaison de haute exactitude avec des performances rapides en temps d'inférence ?,"Dans l'évaluation des modèles d'IA, quel outil se distingue par sa capacité à maintenir"
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,qwen2:1.5b-instruct,2,2,10.932,7.611,14.253,10.86,1.0,14.83,Quel est le modèle qui offre un bon équilibre entre précision et vitesse d'inference ?,Quel modèle de machine learning a une bonne balance entre précision et vitesse d'opération d'inference ?,Quel modèle est le plus efficace en termes de précision et de vitesse d'inference ?
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,gemma2:2b,2,2,19.816,17.076,22.556,6.11,1.0,18.0,Quels modèles de machine learning présentent la meilleure performance en termes de précision et de rapidité d'inférence?,"En considérant la précision et la vitesse d'inférence, quel modèle est le plus performant?",Quelle est la solution de modèle offrant le meilleur compromis entre précision et vitesse d'inférence ?
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,stablelm2:1.6b,2,2,14.331,10.795,17.866,11.34,1.0,11.16,Modèle 1 : Précision maximale avec un temps d'inférence limité,Modèle 1 : Précision maximale avec un temps d'inférence limité ?,Modèle 1 : Précision maximale avec un temps d'inférence limité ? ...
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,aroxima/gte-qwen2-1.5b-instruct:q5_k_m,2,2,7.48,3.259,11.701,,1.0,11.33,Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,Lequel modèle offre le meilleur compromis précision / vitesse d'inférence ?,Lequel modèle offre le meilleur compromis précision / vitesse d'inférence ? ...
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,phi3,2,2,30.224,21.983,38.464,4.67,1.0,17.0,Lequel est considéré comme l'un des meilleurs modèles pour équilibrer la précision et la rapidité lors de l'inférence ?,Quel type de modèle trouve-t-on le plus efficace en termes d'exactitude et de vitesse pendant les inférences ?,"Dans un cadre d'inférence, quel modèle est reconnu pour sa précision équilibrée avec la rapidité ?"
Quel modèle offre le meilleur compromis précision / vitesse d'inférence ?,tinydolphin,2,2,10.223,7.493,12.953,16.05,1.0,21.16,Le modèle offrant le meilleur compromis en précisité et en vitesse d'inférence est un ensemble de techniques qui peuvent être utilisés pour résoudre des problèmes spécifiques.,"Le modèle offrant le meilleur compromis en précisité et en vitesse d'inférence est un ensemble de techniques qui peuvent être utilisés pour résoudre des problèmes spécifiques, mais il n","Le modèle offrant le meilleur compromis en précisité et en vitesse d'inférence est un ensemble de techniques qui peuvent être utilisés pour résoudre des problèmes spécifiques, mais il n ?"
